sep=/t
test/test_cuda.py	205	234
test/inductor/test_torchinductor.py	926	875
test/inductor/test_torchinductor_codegen_dynamic_shapes.py	775	810
test/inductor/test_compile_subprocess.py	814	812
test/profiler/test_profiler.py		78
test/dynamo/test_repros.py	306	301
test/dynamo/test_functions.py	455	463
test/inductor/test_inductor_freezing.py	48	24
test/dynamo/test_exc.py	10	10
test/test_transformers.py	237	3272
test/test_custom_ops.py	277	277
test/inductor/test_fused_attention.py	108	46
test/test_foreach.py		3576
test/inductor/test_static_cuda_launcher.py	18	17
test/inductor/test_triton_kernels.py	359	346
test/dynamo/test_error_messages.py	41	40
test/dynamo/test_dicts.py	105	51
test/dynamo/test_einops.py	3	3
test/test_fx_experimental.py	49	721
test/dynamo/test_reorder_logs.py	14	14
test/test_public_bindings.py	4	4
test/inductor/test_torchinductor_opinfo.py	3531	3609
test/dynamo/test_dynamic_shapes.py	1893	1900
test/inductor/test_torchinductor_dynamic_shapes.py	1683	865
test/dynamo/test_misc.py	587	574
test/dynamo/test_verify_correctness.py	4	4
test/dynamo/test_skip_non_tensor.py	8	8
test/dynamo/test_recompiles.py	17	16
test/test_functionalization.py	112	112
test/test_tensorexpr_pybind.py	17	17
test/inductor/test_mkldnn_pattern_matcher.py	291	289
test/dynamo/test_config.py	5	5
test/dynamo/test_pre_dispatch.py	3	3
test/test_binary_ufuncs.py		12862
test/inductor/test_codegen_triton.py	1	1
test/nn/test_parametrization.py	56	58
test/test_functionalization_of_rng_ops.py		1
test/test_ops_fwd_gradients.py		3189
test/test_set_default_mobile_cpu_allocator.py	2	2
test/inductor/test_aot_inductor_arrayref.py	276	275
test/test_functional_optim.py	4	4
test/nn/test_lazy_modules.py	59	59
test/test_shape_ops.py		97
test/test_ops_gradients.py		5379
test/lazy/test_debug_util.py	1	1
test/test_model_exports_to_core_aten.py	1	1
test/test_functional_autograd_benchmark.py	2	2
test/nn/test_pruning.py	34	34
test/test_mkldnn.py		86
test/inductor/test_inductor_annotations.py	2	2
test/test_xnnpack_integration.py	12	12
test/inductor/test_combo_kernels.py	20	20
test/dynamo/test_frame_init.py	1	1
test/inductor/test_codecache.py	209	207
test/test_proxy_tensor.py	173	3611
test/export/test_cpp_serdes.py	389	386
test/dynamo/test_deque_reconstruct.py	3	3
test/inductor/test_debug_trace.py	3	3
test/dynamo/test_base_output.py	6	6
test/inductor/test_cpu_cpp_wrapper.py		263
test/functorch/test_aotdispatch.py	518	2134
test/test_decomp.py	2	9005
test/test_jit_fuser_te.py	209	6855
test/torch_np/numpy_tests/core/test_multiarray.py	864	859
test/test_compile_benchmark_util.py	1	1
test/higher_order_ops/test_invoke_quant.py	14	14
test/torch_np/numpy_tests/core/test_einsum.py	50	50
test/lazy/test_bindings.py	1	1
test/test_numba_integration.py	8	8
test/test_type_promotion.py		423
test/torch_np/numpy_tests/core/test_numeric.py	273	273
test/test_jit_llga_fuser.py	52	107
test/test_sparse.py	43	3054
test/functorch/test_dims.py	72	72
test/profiler/test_record_function.py		4
test/profiler/test_kineto.py	1	1
test/functorch/test_ac_logging.py	4	4
test/test_flop_counter.py	22	22
test/test_autoload.py	1	1
test/test_hop_infra.py	3	3
test/test_appending_byte_serializer.py	3	3
test/test_legacy_vmap.py	95	124
test/torch_np/test_unary_ufuncs.py	42	42
test/torch_np/test_dtype.py	44	44
test/test_hub.py	20	20
test/functorch/test_logging.py	1	1
test/test_quantization.py	1269	1317
test/test_utils_filelock.py	2	2
test/torch_np/test_basic.py	453	453
test/torch_np/test_nep50_examples.py	1573	1573
test/test_deploy.py	1	1
test/torch_np/test_random.py	41	41
test/test_typing.py	18	18
test/functorch/test_ac_knapsack.py	15	15
test/torch_np/test_ufuncs_basic.py	371	371
test/distributions/test_constraints.py	136	136
test/torch_np/numpy_tests/lib/test_histograms.py	60	60
test/torch_np/numpy_tests/linalg/test_linalg.py	268	268
test/test_vulkan.py	1	1
test/torch_np/numpy_tests/lib/test_shape_base_.py	73	73
test/test_jit_autocast.py	54	54
test/torch_np/numpy_tests/lib/test_twodim_base.py	34	34
test/torch_np/numpy_tests/fft/test_pocketfft.py	79	79
test/torch_np/test_ndarray_methods.py	342	342
test/torch_np/numpy_tests/lib/test_index_tricks.py	47	47
test/profiler/test_profiler_tree.py		10
test/torch_np/numpy_tests/fft/test_helper.py	8	8
test/torch_np/test_scalars_0D_arrays.py	33	33
test/torch_np/test_reductions.py	966	966
test/torch_np/numpy_tests/lib/test_arraypad.py	9	9
test/profiler/test_torch_tidy.py		22
test/profiler/test_execution_trace.py		12
test/lazy/test_ts_opinfo.py	5	292
test/test_torch.py	226	1043
test/test_fake_tensor.py	262	278
test/test_utils.py	51	6034
test/test_overrides.py	1467	1467
test/test_nn.py	1024	2198
test/test_cpp_api_parity.py	488	488
test/test_cpp_extensions_open_device_registration.py	3	10
test/test_tensor_creation_ops.py		641
test/nn/test_convolution.py	47	599
test/test_native_mha.py		28
test/functorch/test_memory_efficient_fusion.py	22	22
test/nn/test_pooling.py	22	105
test/test_cpp_extensions_jit.py	34	32
test/inductor/test_flex_attention.py		635
test/test_spectral_ops.py		281
test/inductor/test_benchmark_fusion.py	6	6
test/inductor/test_distributed_patterns.py	20	20
test/test_show_pickle.py	1	1
test/test_fx.py	589	1259
test/test_multiprocessing.py	42	42
test/test_namedtuple_return_api.py	3	3
test/test_autocast.py	20	20
test/test_tensorexpr.py	74	74
test/test_autograd_fallback.py		28
test/test_transformers_privateuse1.py	3	3
test/test_dispatch.py	32	32
test/test_mobile_optimizer.py	7	7
test/test_sort_and_select.py		113
test/test_multiprocessing_spawn.py	31	31
test/test_cpp_extensions_aot_no_ninja.py	21	21
test/test_cpp_extensions_aot_ninja.py	21	21
test/test_cpp_extensions_mtia_backend.py	5	5
test/test_cpp_extensions_stream_and_event.py	1	1
test/test_reductions.py		4565
test/test_python_dispatch.py	98	116
test/distributions/test_distributions.py	230	229
test/test_openreg.py	41	34
test/test_jit_disabled.py	3	3
test/test_extension_utils.py	2	2
test/test_nestedtensor.py	52	1575
test/test_linalg.py		1243
test/test_serialization.py	201	203
test/inductor/test_compiled_autograd.py	796	805
test/dynamo/test_logging.py	51	51
test/dynamo/test_higher_order_ops.py	217	214
test/dynamo/test_decorators.py	62	55
test/dynamo/test_ctx_manager.py	98	98
test/inductor/test_cpu_repro.py	729	735
test/dynamo/test_backends.py	9	22
test/dynamo/test_unspec.py	48	47
test/dynamo/test_modules.py	131	130
test/export/test_export.py	420	414
test/inductor/test_extension_backend.py	1	1
test/test_ops.py	1	34299
test/dynamo/test_aot_autograd.py	48	48
test/inductor/test_mmdecomp.py		22
test/inductor/test_minifier.py	14	14
test/dynamo/test_autograd_function.py	40	40
test/inductor/test_group_batch_fusion.py	12	12
test/inductor/test_fx_fusion.py	4	4
test/inductor/test_compiled_optimizers.py	298	652
test/test_testing.py	108	2068
test/export/test_passes.py	25	25
test/test_autograd.py		647
test/inductor/test_foreach.py	534	534
test/dynamo/test_after_aot.py	2	2
test/dynamo/test_export.py	184	183
test/dynamo/test_subgraphs.py	44	44
test/inductor/test_config.py	13	13
test/export/test_serialize.py	98	98
test/test_modules.py		3605
test/export/test_db.py	36	36
test/export/test_pass_infra.py	5	5
test/inductor/test_custom_lowering.py	5	5
test/dynamo/test_global.py	12	12
test/export/test_verifier.py	10	10
test/dynamo/test_optimizers.py	3	3
test/dynamo/test_minifier.py	15	15
test/inductor/test_binary_folding.py	6	3
test/dynamo/test_export_mutations.py	5	5
test/dynamo/test_subclasses.py	125	125
test/test_native_functions.py	11	11
test/test_mkldnn_verbose.py	2	2
test/dynamo/test_interop.py	5	5
test/test_ops_jit.py		1136
test/test_import_stats.py	2	2
test/dynamo/test_comptime.py	12	12
test/test_per_overload_api.py	3	3
test/test_tensorboard.py	50	50
test/test_bundled_inputs.py	12	12
test/lazy/test_step_closures.py	4	4
test/dynamo/test_python_autograd.py	5	5
test/nn/test_multihead_attention.py	7	19
test/nn/test_packed_sequence.py	12	12
test/inductor/test_indexing.py	21	21
test/test_mkldnn_fusion.py	8	8
test/test_complex.py		15
test/backends/xeon/test_launch.py	2	2
test/test_pruning_op.py	2	2
test/test_datapipe.py	94	94
test/test_schema_check.py	36	6013
test/inductor/test_provenance_tracing.py	5	5
test/test_function_schema.py	15	15
test/test_maskedtensor.py	211	953
test/inductor/test_cpp_wrapper_hipify.py	3	3
test/nn/test_embedding.py	23	165
test/dynamo/test_nops.py	4	4
test/nn/test_dropout.py	4	9
test/lazy/test_reuse_ir.py	4	4
test/export/test_retraceability.py	794	788
test/nn/test_module_hooks.py	53	53
test/test_view_ops.py		442
test/test_scatter_gather_ops.py		83
test/export/test_export_training_ir_to_run_decomp.py	794	788
test/functorch/test_parsing.py	12	12
test/functorch/test_rearrange.py	10	10
test/functorch/test_ops.py		10144
test/inductor/test_flex_decoding.py		486
test/inductor/test_external_callables.py	3	3
test/inductor/test_split_cat_fx_aten_passes.py	5	3
test/inductor/test_compile_worker.py	4	3
test/benchmark_utils/test_benchmark_utils.py	9	9
test/export/test_unflatten_training_ir.py	27	27
test/inductor/test_async_compile.py	6	3
test/export/test_export_with_inline_and_install.py	397	394
test/inductor/test_fp8.py	228	228
test/export/test_serdes.py	794	788
test/dynamo/test_reconstruct.py	16	16
test/dynamo/test_utils.py	11	11
test/dynamo/test_inline_and_install.py	184	183
test/test_expanded_weights.py		189
test/inductor/test_minifier_isolate.py	2	2
test/inductor/test_op_completeness.py	5	5
test/export/test_export_strict.py	397	394
test/export/test_functionalized_assertions.py	2	2
test/dynamo/test_fx_passes_pre_grad.py	1	1
test/dynamo/test_structured_trace.py	21	19
test/inductor/test_control_flow.py	401	397
test/test_license.py	2	2
test/dynamo/test_sdpa.py	4	4
test/inductor/test_inductor_scheduler.py		8
test/inductor/test_minifier_utils.py	3	3
test/export/test_tree_utils.py	2	2
test/dynamo/test_model_output.py	18	18
test/test_mkl_verbose.py	2	2
test/inductor/test_utils.py		4
test/inductor/test_cpu_select_algorithm.py		1697
test/test_content_store.py	4	4
test/export/test_tools.py	2	2
test/inductor/test_decompose_mem_bound_mm.py	36	36
test/dynamo/test_install_free_tensors.py	25	25
test/dynamo/test_guard_serialization.py	36	34
test/inductor/test_helion_kernels.py	2	2
test/dynamo/test_compile.py	17	17
test/dynamo/test_skip_guard_eval_unsafe.py	5	5
test/test_comparison_utils.py	7	7
test/export/test_package.py	4	4
test/inductor/test_fuzzer.py	11	11
test/dynamo/test_buffers_override.py	2	2
test/dynamo/test_view.py	6	2
test/inductor/test_benchmarking.py	12	12
test/inductor/test_cutlass_evt.py	8	8
test/inductor/test_graph_transform_observer.py	1	1
test/test_ao_sparsity.py	88	88
test/dynamo/test_graph_region_tracker.py	11	11
test/inductor/test_custom_post_grad_passes.py	6	6
test/inductor/test_block_analysis.py	10	10
test/inductor/test_torchinductor_codegen_config_overrides.py	3	3
test/dynamo/test_backward_higher_order_ops.py	7	7
test/dynamo/test_unittest.py	1	1
test/functorch/test_eager_transforms.py	29	355
test/dynamo/test_pgo.py	9	9
test/dynamo/test_aot_autograd_cache.py	94	92
test/dynamo/test_profiler.py	11	9
test/dynamo/test_exceptions.py	47	47
test/dynamo/test_metrics_context.py	9	9
test/inductor/test_auto_functionalize.py	39	38
test/export/test_torchbind.py	70	70
test/dynamo/test_graph_deduplication.py	15	15
test/dynamo/test_debug_utils.py		2
test/dynamo/test_deviceguard.py	4	4
test/dynamo/test_modes.py	24	24
test/inductor/test_alignment.py	12	12
test/dynamo/test_base_hop.py	11	11
test/export/test_swap.py	18	18
test/inductor/test_unbacked_symints.py	25	24
test/export/test_unflatten.py	27	27
test/inductor/test_ordered_set.py	401	401
test/dynamo/test_compiler_bisector.py	7	7
test/inductor/test_torchbind.py	16	15
test/dynamo/test_python_dispatcher.py	6	6
test/dynamo/test_sources.py	3	3
test/dynamo/test_callback.py	4	4
test/dynamo/test_package.py	41	12
test/dynamo/test_resume.py	1	1
test/export/test_experimental.py	8	11
test/export/test_hop.py		36
test/dynamo/test_flat_apply.py	4	4
test/export/test_schema.py	5	4
test/dynamo/test_generator.py	75	73
test/inductor/test_compile.py	8	8
test/dynamo/test_input_attr_tracking.py	12	12
test/export/test_converter.py	48	48
test/dynamo/test_precompile_context.py	2	2
test/dynamo/test_bytecode_utils.py	20	20
test/dynamo/test_recompile_ux.py	10	10
